id,temperatureVal,currentVal,vibrationVal,rpmVal,receivedTime,classifier,intClassifier
3590,31.01,0,24.5,0,2016-03-05 13:29:27,norpm,0
3591,31.05,0,43.92,0,2016-03-05 13:29:27,norpm,0
3592,31.01,0,24.67,0,2016-03-05 13:29:27,norpm,0
3593,31.05,0,42.52,0,2016-03-05 13:29:28,norpm,0
3594,31.05,0,27.82,0,2016-03-05 13:29:28,norpm,0
3595,31.11,0,39.9,0,2016-03-05 13:29:28,norpm,0
3596,31.11,0,32.02,0,2016-03-05 13:29:29,norpm,0
3597,31.13,0,37.45,0,2016-03-05 13:29:29,norpm,0
3598,31.15,0,36.4,0,2016-03-05 13:29:29,norpm,0
3599,31.13,0,32.72,0,2016-03-05 13:29:30,norpm,0
3600,31.13,0,39.2,0,2016-03-05 13:29:30,norpm,0
3601,31.07,0,27.82,0,2016-03-05 13:29:30,norpm,0
3602,31.07,0,40.77,0,2016-03-05 13:29:31,norpm,0
3603,31.05,0,24.15,0,2016-03-05 13:29:31,norpm,0
3604,31.01,0,42.17,0,2016-03-05 13:29:31,norpm,0
3605,31.01,0,22.75,0,2016-03-05 13:29:32,norpm,0
3606,31.05,0,42,0,2016-03-05 13:29:32,norpm,0
3607,31.07,0,22.4,0,2016-03-05 13:29:32,norpm,0
3608,31.07,0,41.3,0,2016-03-05 13:29:33,norpm,0
3609,31.07,0,23.45,0,2016-03-05 13:29:33,norpm,0
3610,31.11,0,38.85,0,2016-03-05 13:29:33,norpm,0
3611,31.07,0,27.82,0,2016-03-05 13:29:34,norpm,0
3612,31.07,0,36.22,0,2016-03-05 13:29:34,norpm,0
3613,31.11,0,31.67,0,2016-03-05 13:29:34,norpm,0
3614,31.11,0,33.42,0,2016-03-05 13:29:35,norpm,0
3615,31.11,0,35.7,0,2016-03-05 13:29:35,norpm,0
3616,31.13,0,28.35,0,2016-03-05 13:29:36,norpm,0
3617,31.11,0,38.15,0,2016-03-05 13:29:36,norpm,0
3618,31.13,0,23.98,0,2016-03-05 13:29:36,norpm,0
3619,31.11,0,39.72,0,2016-03-05 13:29:37,norpm,0
3620,31.13,0,21,0,2016-03-05 13:29:37,norpm,0
3621,31.11,0,40.42,0,2016-03-05 13:29:37,norpm,0
3622,31.13,0,21.35,0,2016-03-05 13:29:38,norpm,0
3623,31.07,0,37.8,0,2016-03-05 13:29:38,norpm,0
3624,31.05,0,30.45,0,2016-03-05 13:29:38,norpm,0
3625,30.99,0,36.92,0,2016-03-05 13:29:39,norpm,0
3626,30.97,0,36.58,0,2016-03-05 13:29:39,norpm,0
3627,30.97,0,33.6,0,2016-03-05 13:29:39,norpm,0
3628,30.97,0,40.6,0,2016-03-05 13:29:40,norpm,0
3629,30.97,0,29.75,0,2016-03-05 13:29:40,norpm,0
3630,30.93,0,42.88,0,2016-03-05 13:29:40,norpm,0
3631,30.97,0,26.42,0,2016-03-05 13:29:41,norpm,0
3632,30.99,0,44.63,0,2016-03-05 13:29:41,norpm,0
3633,30.99,0,25.55,0,2016-03-05 13:29:41,norpm,0
3634,30.99,0,45.5,0,2016-03-05 13:29:42,norpm,0
3635,30.99,0,26.07,0,2016-03-05 13:29:42,norpm,0
3636,30.93,0,44.97,0,2016-03-05 13:29:42,norpm,0
3637,30.93,0,27.82,0,2016-03-05 13:29:43,norpm,0
3638,30.97,0,42.88,0,2016-03-05 13:29:43,norpm,0
3639,31.01,0,32.72,0,2016-03-05 13:29:43,norpm,0
3640,31.07,0,40.25,0,2016-03-05 13:29:44,norpm,0
3641,31.07,0,42.52,0,2016-03-05 13:29:44,norpm,0
3642,31.11,0,29.23,0,2016-03-05 13:29:44,norpm,0
3643,31.11,0,44.63,0,2016-03-05 13:29:45,norpm,0
3644,31.07,0,26.6,0,2016-03-05 13:29:45,norpm,0
3645,31.01,0,44.97,0,2016-03-05 13:29:45,norpm,0
3646,31.01,0.01,25.55,0,2016-03-05 13:29:46,norpm,0
3647,31.07,0.15,41.65,0,2016-03-05 13:29:46,norpm,0
3648,31.11,0.26,42.35,0,2016-03-05 13:29:46,norpm,0
3649,31.15,0.15,32.2,0,2016-03-05 13:29:47,norpm,0
3650,31.39,0.07,37.27,0,2016-03-05 13:29:47,norpm,0
3651,31.47,0.02,37.27,0,2016-03-05 13:29:47,norpm,0
3652,31.55,0.01,31.5,0,2016-03-05 13:29:48,norpm,0
3653,31.55,0.01,41.47,0,2016-03-05 13:29:48,norpm,0
3654,31.55,0,27.13,0,2016-03-05 13:29:49,norpm,0
3655,31.57,0.01,44.27,0,2016-03-05 13:29:49,norpm,0
3656,31.55,0,24.67,0,2016-03-05 13:29:49,norpm,0
3657,31.53,0,45.15,0,2016-03-05 13:29:50,norpm,0
3658,31.53,0,24.5,0,2016-03-05 13:29:50,norpm,0
3659,31.49,0.01,44.8,0,2016-03-05 13:29:50,norpm,0
3660,31.53,0,25.73,0,2016-03-05 13:29:51,norpm,0
3661,31.53,0,42.88,0,2016-03-05 13:29:51,norpm,0
3662,31.55,0,30.27,0,2016-03-05 13:29:51,norpm,0
3663,31.53,0,39.9,0,2016-03-05 13:29:52,norpm,0
3664,31.55,0.01,35.35,0,2016-03-05 13:29:52,norpm,0
3665,31.55,0,36.92,0,2016-03-05 13:29:52,norpm,0
3666,31.63,0,39.9,0,2016-03-05 13:29:53,norpm,0
3667,31.67,0,31.15,0,2016-03-05 13:29:53,norpm,0
3668,31.67,0.01,43.4,0,2016-03-05 13:29:53,norpm,0
3669,31.67,0,27.82,0,2016-03-05 13:29:54,norpm,0
3670,31.67,0.01,46.02,0,2016-03-05 13:29:54,norpm,0
3671,31.67,0.01,26.07,0,2016-03-05 13:29:54,norpm,0
3672,31.67,0.01,47.08,0,2016-03-05 13:29:55,norpm,0
3673,31.67,0,26.95,0,2016-03-05 13:29:55,norpm,0
3674,31.67,0,47.25,0,2016-03-05 13:29:55,norpm,0
3675,31.63,0,30.1,0,2016-03-05 13:29:56,norpm,0
3676,31.55,0,45.5,0,2016-03-05 13:29:56,norpm,0
3677,31.39,0,36.05,0,2016-03-05 13:29:56,norpm,0
3678,31.35,0.01,42.88,0,2016-03-05 13:29:57,norpm,0
3679,31.29,0,40.42,0,2016-03-05 13:29:57,norpm,0
3680,31.33,0,38.85,0,2016-03-05 13:29:57,norpm,0
3681,31.29,0,43.22,0,2016-03-05 13:29:58,norpm,0
3682,31.29,0.01,32.72,0,2016-03-05 13:29:58,norpm,0
3683,31.33,0,45.15,0,2016-03-05 13:29:58,norpm,0
3684,31.35,0,27.65,0,2016-03-05 13:29:59,norpm,0
3685,31.39,0,45.5,0,2016-03-05 13:29:59,norpm,0
3686,31.35,0,25.02,0,2016-03-05 13:29:59,norpm,0
3687,31.39,0.01,45.33,0,2016-03-05 13:30:00,norpm,0
3688,31.35,0,24.85,0,2016-03-05 13:30:00,norpm,0
3689,31.39,0.01,44.27,0,2016-03-05 13:30:01,norpm,0
3690,31.43,0.01,28.52,0,2016-03-05 13:30:01,norpm,0
3691,31.43,0,41.3,0,2016-03-05 13:30:01,norpm,0
3692,31.43,0,33.25,0,2016-03-05 13:30:02,norpm,0
3693,31.41,0,37.97,0,2016-03-05 13:30:02,norpm,0
3694,31.43,0,37.63,0,2016-03-05 13:30:02,norpm,0
3695,31.41,0.01,31.85,0,2016-03-05 13:30:03,norpm,0
3696,31.43,0.01,42,0,2016-03-05 13:30:03,norpm,0
3697,31.43,0,27.3,0,2016-03-05 13:30:03,norpm,0
3698,31.43,0,45.15,0,2016-03-05 13:30:04,norpm,0
3699,31.55,0,26.42,0,2016-03-05 13:30:04,norpm,0
3700,31.57,0.01,45.67,0,2016-03-05 13:30:04,norpm,0
3701,31.61,0,31.15,0,2016-03-05 13:30:05,norpm,0
3702,31.61,0,42.7,0,2016-03-05 13:30:05,norpm,0
3703,31.57,0,35.35,0,2016-03-05 13:30:05,norpm,0
3704,31.53,0.01,39.02,0,2016-03-05 13:30:06,norpm,0
3705,31.29,0.01,40.42,0,2016-03-05 13:30:06,norpm,0
3706,31.21,0,32.2,0,2016-03-05 13:30:06,norpm,0
3707,31.15,0.01,43.22,0,2016-03-05 13:30:07,norpm,0
3708,31.21,0,27.82,0,2016-03-05 13:30:07,norpm,0
3709,31.21,0,45.67,0,2016-03-05 13:30:07,norpm,0
3710,31.15,0.01,25.73,0,2016-03-05 13:30:08,norpm,0
3711,31.11,0,46.38,0,2016-03-05 13:30:08,norpm,0
3712,31.07,0,25.55,0,2016-03-05 13:30:08,norpm,0
3713,31.05,0,45.33,0,2016-03-05 13:30:09,norpm,0
3714,30.99,0,27.48,0,2016-03-05 13:30:09,norpm,0
3715,30.99,0.01,42,0,2016-03-05 13:30:09,norpm,0
3716,31.01,0,33.25,0,2016-03-05 13:30:10,norpm,0
3717,30.99,0,38.67,0,2016-03-05 13:30:10,norpm,0
3718,30.93,0,37.45,0,2016-03-05 13:30:10,norpm,0
3719,30.93,0.01,33.08,0,2016-03-05 13:30:11,norpm,0
3720,30.97,0,44.27,0,2016-03-05 13:30:11,norpm,0
3721,30.93,0,23.45,0,2016-03-05 13:30:11,norpm,0
3722,30.97,0,43.4,0,2016-03-05 13:30:12,norpm,0
3723,30.97,0.01,22.57,0,2016-03-05 13:30:12,norpm,0
3724,30.97,0,42,0,2016-03-05 13:30:12,norpm,0
3725,31.01,0,25.9,0,2016-03-05 13:30:13,norpm,0
3726,31.01,0.01,37.97,0,2016-03-05 13:30:13,norpm,0
3727,30.99,0,30.63,0,2016-03-05 13:30:14,norpm,0
3728,30.99,0,34.83,0,2016-03-05 13:30:14,norpm,0
3729,31.01,0,35.17,0,2016-03-05 13:30:14,norpm,0
3730,31.01,0.01,28.7,0,2016-03-05 13:30:15,norpm,0
3731,31.01,0.01,38.85,0,2016-03-05 13:30:15,norpm,0
3732,30.99,0,23.63,0,2016-03-05 13:30:15,norpm,0
3733,30.99,0,40.95,0,2016-03-05 13:30:16,norpm,0
3734,31.01,0,21,0,2016-03-05 13:30:16,norpm,0
3735,31.01,0,41.65,0,2016-03-05 13:30:16,norpm,0
3736,30.99,0,20.65,0,2016-03-05 13:30:17,norpm,0
3737,31.01,0,40.6,0,2016-03-05 13:30:17,norpm,0
3738,31.01,0,22.4,0,2016-03-05 13:30:17,norpm,0
3739,30.99,0,33.6,0,2016-03-05 13:30:18,norpm,0
3740,31.01,0,36.05,0,2016-03-05 13:30:18,norpm,0
3741,30.97,0,27.13,0,2016-03-05 13:30:18,norpm,0
3742,30.99,0,38.5,0,2016-03-05 13:30:19,norpm,0
3743,30.99,0,22.05,0,2016-03-05 13:30:19,norpm,0
3744,30.97,0,40.6,0,2016-03-05 13:30:19,norpm,0
3745,30.97,0,20.3,0,2016-03-05 13:30:20,norpm,0
3746,30.97,0.01,41.3,0,2016-03-05 13:30:20,norpm,0
3747,30.97,0,21.35,0,2016-03-05 13:30:20,norpm,0
3748,31.01,0,40.42,0,2016-03-05 13:30:21,norpm,0
3749,30.99,0,25.2,0,2016-03-05 13:30:21,norpm,0
3750,31.01,0.01,37.27,0,2016-03-05 13:30:21,norpm,0
3751,30.97,0,30.27,0,2016-03-05 13:30:22,norpm,0
3752,30.93,0.01,34.47,0,2016-03-05 13:30:22,norpm,0
3753,30.93,0,35.35,0,2016-03-05 13:30:22,norpm,0
3754,30.97,0.01,28.35,0,2016-03-05 13:30:23,norpm,0
3755,30.97,0.01,39.38,0,2016-03-05 13:30:23,norpm,0
3756,30.93,0,23.27,0,2016-03-05 13:30:23,norpm,0
3757,30.99,0.01,41.3,0,2016-03-05 13:30:24,norpm,0
3758,30.99,0,20.65,0,2016-03-05 13:30:24,norpm,0
3759,30.99,0,40.77,0,2016-03-05 13:30:24,norpm,0
3760,30.93,0,19.6,0,2016-03-05 13:30:25,norpm,0
3761,30.91,0,38.5,0,2016-03-05 13:30:25,norpm,0
3762,30.91,0,22.23,0,2016-03-05 13:30:25,norpm,0
3763,30.91,0,35.17,0,2016-03-05 13:30:26,norpm,0
3764,30.97,0,27.65,0,2016-03-05 13:30:26,norpm,0
3765,30.91,0,32.72,0,2016-03-05 13:30:27,norpm,0
3766,30.91,0.01,33.95,0,2016-03-05 13:30:27,norpm,0
3767,30.93,0,26.42,0,2016-03-05 13:30:27,norpm,0
3768,30.91,0,37.27,0,2016-03-05 13:30:28,norpm,0
3769,30.91,0.01,19.6,0,2016-03-05 13:30:28,norpm,0
3770,30.93,0,40.08,0,2016-03-05 13:30:28,norpm,0
3771,30.97,0.01,21.35,0,2016-03-05 13:30:29,norpm,0
3772,30.97,0,38.33,0,2016-03-05 13:30:29,norpm,0
3773,30.97,0,27.65,0,2016-03-05 13:30:29,norpm,0
3774,30.97,0,36.4,0,2016-03-05 13:30:30,norpm,0
3775,30.99,0.01,34.13,0,2016-03-05 13:30:30,norpm,0
3776,30.97,0.01,31.67,0,2016-03-05 13:30:30,norpm,0
3777,30.91,0,38.67,0,2016-03-05 13:30:31,norpm,0
3778,30.91,0,26.25,0,2016-03-05 13:30:31,norpm,0
3779,30.93,0,41.47,0,2016-03-05 13:30:31,norpm,0
3780,30.93,0,22.57,0,2016-03-05 13:30:32,norpm,0
3781,30.91,0,42.52,0,2016-03-05 13:30:32,norpm,0
3782,30.97,0,22.05,0,2016-03-05 13:30:32,norpm,0
3783,30.97,0,39.02,0,2016-03-05 13:30:33,norpm,0
3784,30.99,0,30.98,0,2016-03-05 13:30:33,norpm,0
3785,30.97,0,36.4,0,2016-03-05 13:30:33,norpm,0
3786,30.99,0,35.7,0,2016-03-05 13:30:34,norpm,0
3787,30.97,0,31.32,0,2016-03-05 13:30:34,norpm,0
3788,30.97,0,39.02,0,2016-03-05 13:30:34,norpm,0
3789,30.97,0.01,25.9,0,2016-03-05 13:30:35,norpm,0
3790,30.97,0,41.47,0,2016-03-05 13:30:35,norpm,0
3791,30.91,0,22.4,0,2016-03-05 13:30:35,norpm,0
3792,30.97,0,42.35,0,2016-03-05 13:30:36,norpm,0
3793,30.97,0,21.7,0,2016-03-05 13:30:36,norpm,0
3794,31.01,0,42,0,2016-03-05 13:30:36,norpm,0
3795,30.99,0,23.1,0,2016-03-05 13:30:37,norpm,0
3796,30.97,0.01,40.25,0,2016-03-05 13:30:37,norpm,0
3797,30.97,0,29.75,0,2016-03-05 13:30:37,norpm,0
3798,30.99,0.01,37.1,0,2016-03-05 13:30:38,norpm,0
3799,30.99,0,34.83,0,2016-03-05 13:30:38,norpm,0
3800,30.99,0,32.38,0,2016-03-05 13:30:39,norpm,0
3801,30.99,0,38.67,0,2016-03-05 13:30:39,norpm,0
3802,30.99,0,27.3,0,2016-03-05 13:30:39,norpm,0
3803,30.99,0.01,41.65,0,2016-03-05 13:30:40,norpm,0
3804,30.97,0,23.45,0,2016-03-05 13:30:40,norpm,0
3805,30.97,0,43.22,0,2016-03-05 13:30:40,norpm,0
3806,30.97,0.01,22.92,0,2016-03-05 13:30:41,norpm,0
3807,30.93,0.01,43.22,0,2016-03-05 13:30:41,norpm,0
3808,30.91,0,24.15,0,2016-03-05 13:30:41,norpm,0
3809,30.91,0.01,43.4,0,2016-03-05 13:30:42,norpm,0
3810,30.93,0.01,29.57,0,2016-03-05 13:30:42,norpm,0
3811,30.91,0.01,40.25,0,2016-03-05 13:30:42,norpm,0
3812,30.87,0,36.05,0,2016-03-05 13:30:43,norpm,0
3813,30.85,0,37.63,0,2016-03-05 13:30:43,norpm,0
3814,30.87,0,40.42,0,2016-03-05 13:30:43,norpm,0
3815,30.79,0,32.02,0,2016-03-05 13:30:44,norpm,0
3816,30.73,0.01,43.75,0,2016-03-05 13:30:44,norpm,0
3817,30.73,0,26.07,0,2016-03-05 13:30:44,norpm,0
3818,30.73,0,44.97,0,2016-03-05 13:30:45,norpm,0
3819,30.73,0.01,24.32,0,2016-03-05 13:30:45,norpm,0
3820,30.73,0.01,44.1,0,2016-03-05 13:30:45,norpm,0
3821,30.77,0,23.63,0,2016-03-05 13:30:46,norpm,0
3822,30.79,0,42,0,2016-03-05 13:30:46,norpm,0
3823,30.81,0,26.25,0,2016-03-05 13:30:46,norpm,0
3824,30.81,0.01,37.27,0,2016-03-05 13:30:47,norpm,0
3825,30.79,0,32.02,0,2016-03-05 13:30:47,norpm,0
3826,30.73,0,33.77,0,2016-03-05 13:30:47,norpm,0
3827,30.73,0,36.22,0,2016-03-05 13:30:48,norpm,0
3828,30.77,0,26.6,0,2016-03-05 13:30:48,norpm,0
3829,30.67,0,39.2,0,2016-03-05 13:30:48,norpm,0
3830,30.71,0,22.75,0,2016-03-05 13:30:49,norpm,0
3831,30.73,0.01,35.17,0,2016-03-05 13:30:49,norpm,0
3832,30.85,0,27.48,0,2016-03-05 13:30:49,norpm,0
3833,30.87,0,31.15,0,2016-03-05 13:30:50,norpm,0
3834,30.87,0,31.32,0,2016-03-05 13:30:50,norpm,0
3835,30.91,0.01,24.15,0,2016-03-05 13:30:50,norpm,0
3836,30.91,0,33.95,0,2016-03-05 13:30:51,norpm,0
3837,30.91,0,18.55,0,2016-03-05 13:30:51,norpm,0
3838,30.91,0,35.88,0,2016-03-05 13:30:52,norpm,0
3839,30.87,0,15.05,0,2016-03-05 13:30:52,norpm,0
3840,30.91,0.01,34.83,0,2016-03-05 13:30:52,norpm,0
3841,30.93,0,13.47,0,2016-03-05 13:30:53,norpm,0
3842,30.97,0,32.55,0,2016-03-05 13:30:53,norpm,0
3843,30.97,0.01,15.57,0,2016-03-05 13:30:53,norpm,0
3844,30.97,0,28.7,0,2016-03-05 13:30:54,norpm,0
3845,30.97,0.01,20.13,0,2016-03-05 13:30:54,norpm,0
3846,30.97,0,25.55,0,2016-03-05 13:30:54,norpm,0
3847,30.97,0,24.85,0,2016-03-05 13:30:55,norpm,0
3848,30.93,0.01,19.6,0,2016-03-05 13:30:55,norpm,0
3849,30.97,0.01,28.35,0,2016-03-05 13:30:55,norpm,0
3850,30.93,0.01,13.13,0,2016-03-05 13:30:56,norpm,0
3851,30.93,0,30.45,0,2016-03-05 13:30:56,norpm,0
3852,30.99,0,10.32,0,2016-03-05 13:30:56,norpm,0
3853,30.91,0,30.98,0,2016-03-05 13:30:57,norpm,0
3854,30.93,0.01,10.5,0,2016-03-05 13:30:57,norpm,0
3855,30.93,0,30.98,0,2016-03-05 13:30:57,norpm,0
3856,30.93,0,12.43,0,2016-03-05 13:30:58,norpm,0
3857,30.87,0,29.23,0,2016-03-05 13:30:58,norpm,0
3858,30.85,0,18.9,0,2016-03-05 13:30:58,norpm,0
3859,30.85,0,27.82,0,2016-03-05 13:30:59,norpm,0
3860,30.81,0,24.32,0,2016-03-05 13:30:59,norpm,0
3861,30.79,0,25.55,0,2016-03-05 13:30:59,norpm,0
3862,30.87,0.01,29.4,0,2016-03-05 13:31:00,norpm,0
3863,30.87,0,19.42,0,2016-03-05 13:31:00,norpm,0
3864,30.91,0,32.55,0,2016-03-05 13:31:00,norpm,0
3865,30.93,0.01,16.27,0,2016-03-05 13:31:01,norpm,0
3866,30.93,0,35.88,0,2016-03-05 13:31:01,norpm,0
3867,30.97,0,16.1,0,2016-03-05 13:31:01,norpm,0
3868,30.93,0,37.1,0,2016-03-05 13:31:02,norpm,0
3869,30.91,0,17.32,0,2016-03-05 13:31:02,norpm,0
3870,30.91,0,37.63,0,2016-03-05 13:31:02,norpm,0
3871,30.85,0,19.6,0,2016-03-05 13:31:03,norpm,0
3872,30.87,0,36.22,0,2016-03-05 13:31:03,norpm,0
3873,30.81,0,25.55,0,2016-03-05 13:31:04,norpm,0
3874,30.87,0,33.6,0,2016-03-05 13:31:04,norpm,0
3875,30.85,0,30.27,0,2016-03-05 13:31:04,norpm,0
3876,30.87,0.01,29.57,0,2016-03-05 13:31:05,norpm,0
3877,30.87,0,35.17,0,2016-03-05 13:31:05,norpm,0
3878,30.87,0.01,23.98,0,2016-03-05 13:31:05,norpm,0
3879,30.85,0.01,38.33,0,2016-03-05 13:31:06,norpm,0
3880,30.91,0.01,20.13,0,2016-03-05 13:31:06,norpm,0
3881,30.93,0,40.08,0,2016-03-05 13:31:06,norpm,0
3882,30.91,0,21.7,0,2016-03-05 13:31:07,norpm,0
3883,30.97,0,36.75,0,2016-03-05 13:31:07,norpm,0
3884,30.99,0,27.48,0,2016-03-05 13:31:07,norpm,0
3885,30.97,0.01,34.13,0,2016-03-05 13:31:08,norpm,0
3886,30.97,0,33.08,0,2016-03-05 13:31:08,norpm,0
3887,30.97,0,28.7,0,2016-03-05 13:31:08,norpm,0
3888,30.87,0,36.4,0,2016-03-05 13:31:09,norpm,0
3889,30.91,0,22.92,0,2016-03-05 13:31:09,norpm,0
3890,30.91,0.01,38.85,0,2016-03-05 13:31:09,norpm,0
3891,30.93,0,19.6,0,2016-03-05 13:31:10,norpm,0
3892,30.93,0,39.2,0,2016-03-05 13:31:10,norpm,0
3893,30.97,0,17.85,0,2016-03-05 13:31:10,norpm,0
3894,30.91,0,37.8,0,2016-03-05 13:31:11,norpm,0
3895,30.87,0.01,18.2,0,2016-03-05 13:31:11,norpm,0
3896,30.87,0,35.52,0,2016-03-05 13:31:11,norpm,0
3897,30.87,0,21.88,0,2016-03-05 13:31:12,norpm,0
3898,30.85,0,31.5,0,2016-03-05 13:31:12,norpm,0
3899,30.87,0,25.2,0,2016-03-05 13:31:12,norpm,0
3900,30.93,0.01,27.82,0,2016-03-05 13:31:13,norpm,0
3901,30.97,0.01,29.92,0,2016-03-05 13:31:13,norpm,0
3902,30.97,0.01,20.65,0,2016-03-05 13:31:13,norpm,0
3903,30.99,0,32.72,0,2016-03-05 13:31:14,norpm,0
3904,30.99,0,16.45,0,2016-03-05 13:31:14,norpm,0
3905,30.97,0.01,35,0,2016-03-05 13:31:14,norpm,0
3906,31.01,0,14.88,0,2016-03-05 13:31:15,norpm,0
3907,31.01,0,35.7,0,2016-03-05 13:31:15,norpm,0
3908,31.01,0,15.4,0,2016-03-05 13:31:15,norpm,0
3909,31.01,0.01,35.17,0,2016-03-05 13:31:16,norpm,0
3910,31.01,0,18.9,0,2016-03-05 13:31:16,norpm,0
3911,30.97,0.01,31.5,0,2016-03-05 13:31:17,norpm,0
3912,30.99,0.01,25.02,0,2016-03-05 13:31:17,norpm,0
3913,30.93,0,29.4,0,2016-03-05 13:31:17,norpm,0
3914,30.93,0.01,31.32,0,2016-03-05 13:31:18,norpm,0
3915,30.97,0,22.75,0,2016-03-05 13:31:18,norpm,0
3916,30.97,0.01,35.7,0,2016-03-05 13:31:18,norpm,0
3917,30.93,0.01,19.42,0,2016-03-05 13:31:19,norpm,0
3918,30.93,0,38.33,0,2016-03-05 13:31:19,norpm,0
3919,30.87,0.01,18.38,0,2016-03-05 13:31:19,norpm,0
3920,30.91,0.01,39.2,0,2016-03-05 13:31:20,norpm,0
3921,30.87,0.01,19.6,0,2016-03-05 13:31:20,norpm,0
3922,30.85,0,38.5,0,2016-03-05 13:31:20,norpm,0
3923,30.87,0.01,25.02,0,2016-03-05 13:31:21,norpm,0
3924,30.91,0,34.83,0,2016-03-05 13:31:21,norpm,0
3925,30.93,0,29.92,0,2016-03-05 13:31:21,norpm,0
3926,30.93,0,31.32,0,2016-03-05 13:31:22,norpm,0
3927,30.97,0,33.6,0,2016-03-05 13:31:22,norpm,0
3928,30.97,0,23.8,0,2016-03-05 13:31:22,norpm,0
3929,30.73,2.71,43.22,0,2016-03-05 13:31:29,norpm,0
3930,30.71,0,35.94,0,2016-03-05 13:31:31,norpm,0
3931,30.79,0,35.04,0,2016-03-05 13:31:33,norpm,0
3932,30.81,0,44.82,0,2016-03-05 13:31:35,norpm,0
3933,30.93,0,56.26,0,2016-03-05 13:31:37,norpm,0
3934,30.99,0,60.44,0,2016-03-05 13:31:39,norpm,0
3935,30.97,0,54.25,0,2016-03-05 13:31:41,norpm,0
3936,30.91,0,40.05,0,2016-03-05 13:31:43,norpm,0
3937,30.85,0,35.74,0,2016-03-05 13:31:45,norpm,0
3938,30.81,0,45.19,0,2016-03-05 13:31:47,norpm,0
3939,30.81,0,54.82,0,2016-03-05 13:31:50,norpm,0
3940,30.85,0,60.57,0,2016-03-05 13:31:52,norpm,0
3941,30.81,0.01,61.97,0,2016-03-05 13:31:54,norpm,0
3942,30.87,0,58.89,0,2016-03-05 13:31:56,norpm,0
3943,30.93,0,46.83,0,2016-03-05 13:31:58,norpm,0
3944,30.91,0.01,41.76,0,2016-03-05 13:32:00,norpm,0
3945,30.81,0,44.87,0,2016-03-05 13:32:02,norpm,0
3946,30.77,0.01,57.36,0,2016-03-05 13:32:04,norpm,0
3947,30.93,0,65.34,0,2016-03-05 13:32:06,norpm,0
3948,30.97,0.23,57.97,6,2016-03-05 13:32:08,load,2
3949,30.75,0.8,96.51,504,2016-03-05 13:32:10,load,2
3950,30.81,0.54,87.72,1662,2016-03-05 13:32:12,load,2
3951,30.81,0.5,106.3,2760,2016-03-05 13:32:14,load,2
3952,30.91,0.49,100.5,3072,2016-03-05 13:32:16,load,2
3953,30.85,0.5,87.94,3066,2016-03-05 13:32:18,load,2
3954,30.91,0.49,103.5,3051,2016-03-05 13:32:20,load,2
3955,30.91,0.49,84.7,3069,2016-03-05 13:32:22,load,2
3956,30.99,0.49,103.5,3048,2016-03-05 13:32:24,load,2
3957,30.81,0.49,100,2991,2016-03-05 13:32:26,load,2
3958,31.01,0.49,83.47,2976,2016-03-05 13:32:28,load,2
3959,31.01,0.49,101.7,2946,2016-03-05 13:32:30,load,2
3960,31.07,0.49,97.43,3009,2016-03-05 13:32:32,load,2
3961,31.11,0.49,87.43,2997,2016-03-05 13:32:35,load,2
3962,31.13,0.49,103.7,2973,2016-03-05 13:32:37,load,2
3963,31.13,0.49,100.8,2952,2016-03-05 13:32:39,load,2
3964,31.15,0.49,89.12,2970,2016-03-05 13:32:41,load,2
3965,31.15,0.49,103.6,2976,2016-03-05 13:32:43,load,2
3966,31.19,0.49,100.5,2940,2016-03-05 13:32:45,load,2
3967,31.21,0.49,89.32,2925,2016-03-05 13:32:47,load,2
3968,31.55,0.49,104.5,2910,2016-03-05 13:32:49,load,2
3969,31.19,0.49,99.38,2922,2016-03-05 13:32:51,load,2
3970,31.13,0.49,86.97,2880,2016-03-05 13:32:53,load,2
3971,31.15,0.49,107.3,2892,2016-03-05 13:32:55,load,2
3972,31.15,0.49,99.16,2904,2016-03-05 13:32:57,load,2
3973,31.13,0.49,87.08,2883,2016-03-05 13:32:59,load,2
3974,31.25,0.49,102.2,2850,2016-03-05 13:33:01,load,2
3975,31.21,0.49,108,2817,2016-03-05 13:33:03,load,2
3976,31.39,0.49,90.72,2826,2016-03-05 13:33:05,load,2
3977,31.43,0.49,89.21,2880,2016-03-05 13:33:07,load,2
3978,31.43,0.49,106.8,2880,2016-03-05 13:33:09,load,2
3979,31.33,0.49,92.49,2841,2016-03-05 13:33:12,load,2
3980,31.29,0.49,90.41,2814,2016-03-05 13:33:14,load,2
3981,31.29,0.49,106.4,2832,2016-03-05 13:33:16,load,2
3982,31.49,0.49,101.5,2826,2016-03-05 13:33:18,load,2
3983,31.41,0.49,88.9,2802,2016-03-05 13:33:20,load,2
3984,31.61,0.48,106.4,2808,2016-03-05 13:33:22,load,2
3985,31.67,0.49,100.6,2820,2016-03-05 13:33:24,load,2
3986,31.67,0.49,85.64,2796,2016-03-05 13:33:26,load,2
3987,31.71,0.48,104.7,2814,2016-03-05 13:33:28,load,2
3988,31.77,0.49,105.2,2799,2016-03-05 13:33:30,load,2
3989,31.69,0.49,88.4,2790,2016-03-05 13:33:32,load,2
3990,31.81,0.48,102.1,2805,2016-03-05 13:33:34,load,2
3991,31.69,0.49,109,2805,2016-03-05 13:33:36,load,2
3992,31.75,0.48,88.02,2802,2016-03-05 13:33:38,load,2
3993,31.77,0.49,96.49,2775,2016-03-05 13:33:40,load,2
